Navn;Stasjon;Tid(norsk normaltid);Høyeste vindkast (1 t);Lufttemperatur
Slettnes Fyr;SN96400;17.01.2024 20:00;19,8;-3
Slettnes Fyr;SN96400;17.01.2024 21:00;19,6;-3,3
Slettnes Fyr;SN96400;17.01.2024 22:00;20,2;-3,2
Slettnes Fyr;SN96400;17.01.2024 23:00;18,6;-4,4
Slettnes Fyr;SN96400;18.01.2024 00:00;16,2;-3,9
Slettnes Fyr;SN96400;18.01.2024 01:00;14,5;-3,5
Slettnes Fyr;SN96400;18.01.2024 02:00;17,5;-3,8
Slettnes Fyr;SN96400;18.01.2024 03:00;16,9;-3,7
Slettnes Fyr;SN96400;18.01.2024 04:00;15,1;-4
Slettnes Fyr;SN96400;18.01.2024 05:00;13,3;-4,1
Slettnes Fyr;SN96400;18.01.2024 06:00;11,8;-3,8
Slettnes Fyr;SN96400;18.01.2024 07:00;12,1;-3,9
Slettnes Fyr;SN96400;18.01.2024 08:00;12,3;-4,7
Slettnes Fyr;SN96400;18.01.2024 09:00;11,5;-4,4
Slettnes Fyr;SN96400;18.01.2024 10:00;10,4;-3,8
Slettnes Fyr;SN96400;18.01.2024 11:00;10,5;-4,5
Slettnes Fyr;SN96400;18.01.2024 12:00;10,3;-3,9
Slettnes Fyr;SN96400;18.01.2024 13:00;13,1;-4,8
Slettnes Fyr;SN96400;18.01.2024 14:00;11,4;-4,1
Slettnes Fyr;SN96400;18.01.2024 15:00;9,9;-5,8
Slettnes Fyr;SN96400;18.01.2024 16:00;9,7;-7,7
Slettnes Fyr;SN96400;18.01.2024 17:00;10,7;-7
Slettnes Fyr;SN96400;18.01.2024 18:00;6,3;-7
Slettnes Fyr;SN96400;18.01.2024 19:00;9,9;-4,9
Slettnes Fyr;SN96400;18.01.2024 20:00;7,6;-7,2
Slettnes Fyr;SN96400;18.01.2024 21:00;11,3;-3,9
Slettnes Fyr;SN96400;18.01.2024 22:00;12,2;-4,2
Slettnes Fyr;SN96400;18.01.2024 23:00;14;-3,6
Slettnes Fyr;SN96400;19.01.2024 00:00;13,2;-5,2
Slettnes Fyr;SN96400;19.01.2024 01:00;13,8;-5,4
Slettnes Fyr;SN96400;19.01.2024 02:00;5,7;-6,4
Slettnes Fyr;SN96400;19.01.2024 03:00;13;-4,4
Slettnes Fyr;SN96400;19.01.2024 04:00;11,1;-3,2
Slettnes Fyr;SN96400;19.01.2024 05:00;12,1;-3,8
Slettnes Fyr;SN96400;19.01.2024 06:00;14,5;-3,6
Slettnes Fyr;SN96400;19.01.2024 07:00;12,3;-3,1
Slettnes Fyr;SN96400;19.01.2024 08:00;13,1;-4,7
Slettnes Fyr;SN96400;19.01.2024 09:00;13,4;-3,1
Slettnes Fyr;SN96400;19.01.2024 10:00;12,7;-3,2
Slettnes Fyr;SN96400;19.01.2024 11:00;11;-3
Slettnes Fyr;SN96400;19.01.2024 12:00;12,8;-2,6
Slettnes Fyr;SN96400;19.01.2024 13:00;12,2;-3,1
Slettnes Fyr;SN96400;19.01.2024 14:00;11,1;-2,7
Slettnes Fyr;SN96400;19.01.2024 15:00;10,3;-2,7
Slettnes Fyr;SN96400;19.01.2024 16:00;11,7;-3,3
Slettnes Fyr;SN96400;19.01.2024 17:00;13,8;-3,2
Slettnes Fyr;SN96400;19.01.2024 18:00;15;-2,3
Slettnes Fyr;SN96400;19.01.2024 19:00;14,7;-2,3
Slettnes Fyr;SN96400;19.01.2024 20:00;14,2;-2,4
Slettnes Fyr;SN96400;19.01.2024 21:00;17,4;-2,6
Slettnes Fyr;SN96400;19.01.2024 22:00;17,3;-2,3
Slettnes Fyr;SN96400;19.01.2024 23:00;17,5;-2,3
Slettnes Fyr;SN96400;20.01.2024 00:00;17,3;-2
Slettnes Fyr;SN96400;20.01.2024 01:00;19,3;-2,1
Slettnes Fyr;SN96400;20.01.2024 02:00;18,1;-2
Slettnes Fyr;SN96400;20.01.2024 03:00;18,6;-1,8
Slettnes Fyr;SN96400;20.01.2024 04:00;17,9;-1,9
Slettnes Fyr;SN96400;20.01.2024 05:00;17,5;-1,8
Slettnes Fyr;SN96400;20.01.2024 06:00;16,8;-1,7
Slettnes Fyr;SN96400;20.01.2024 07:00;15,9;-1,5
Slettnes Fyr;SN96400;20.01.2024 08:00;16,2;-1,3
Slettnes Fyr;SN96400;20.01.2024 09:00;14,5;-1,5
Slettnes Fyr;SN96400;20.01.2024 10:00;12,6;-2,9
Slettnes Fyr;SN96400;20.01.2024 11:00;15,3;-3,9
Slettnes Fyr;SN96400;20.01.2024 12:00;15,2;-5,2
Slettnes Fyr;SN96400;20.01.2024 13:00;15,9;-5
Slettnes Fyr;SN96400;20.01.2024 14:00;15,7;-5,1
Slettnes Fyr;SN96400;20.01.2024 15:00;17,4;-5,5
Slettnes Fyr;SN96400;20.01.2024 16:00;19;-4,8
Slettnes Fyr;SN96400;20.01.2024 17:00;16,3;-4,8
Slettnes Fyr;SN96400;20.01.2024 18:00;15,3;-4
Slettnes Fyr;SN96400;20.01.2024 19:00;16,7;-4,9
Slettnes Fyr;SN96400;20.01.2024 20:00;18,9;-5,3
Slettnes Fyr;SN96400;20.01.2024 21:00;25,5;-3,5
Slettnes Fyr;SN96400;20.01.2024 22:00;30,2;-3,2
Slettnes Fyr;SN96400;20.01.2024 23:00;28,7;-2,9
Slettnes Fyr;SN96400;21.01.2024 00:00;19,2;-3,1
Slettnes Fyr;SN96400;21.01.2024 01:00;14,2;-2,9
Slettnes Fyr;SN96400;21.01.2024 02:00;13,9;-3,1
Slettnes Fyr;SN96400;21.01.2024 03:00;12,2;-3,2
Slettnes Fyr;SN96400;21.01.2024 04:00;10,6;-2,8
Slettnes Fyr;SN96400;21.01.2024 05:00;7,9;-2,7
Slettnes Fyr;SN96400;21.01.2024 06:00;9,1;-5,2
Slettnes Fyr;SN96400;21.01.2024 07:00;9,2;-6,4
Slettnes Fyr;SN96400;21.01.2024 08:00;9,4;-5,8
Slettnes Fyr;SN96400;21.01.2024 09:00;10,9;-5,7
Slettnes Fyr;SN96400;21.01.2024 10:00;11,2;-6,1
Slettnes Fyr;SN96400;21.01.2024 11:00;11,4;-5
Slettnes Fyr;SN96400;21.01.2024 12:00;12;-5,5
Slettnes Fyr;SN96400;21.01.2024 13:00;10,1;-4,4
Slettnes Fyr;SN96400;21.01.2024 14:00;7,1;-5
Slettnes Fyr;SN96400;21.01.2024 15:00;9,1;-6,7
Slettnes Fyr;SN96400;21.01.2024 16:00;10;-6,9
Slettnes Fyr;SN96400;21.01.2024 17:00;9;-7,9
Slettnes Fyr;SN96400;21.01.2024 18:00;10,1;-8,2
Slettnes Fyr;SN96400;21.01.2024 19:00;8,1;-8
Slettnes Fyr;SN96400;21.01.2024 20:00;7,7;-9,7
Slettnes Fyr;SN96400;21.01.2024 21:00;8,5;-10,3
Slettnes Fyr;SN96400;21.01.2024 22:00;8,5;-10,2
Slettnes Fyr;SN96400;21.01.2024 23:00;7,1;-8,4
Slettnes Fyr;SN96400;22.01.2024 00:00;7,9;-7,2
Slettnes Fyr;SN96400;22.01.2024 01:00;10,1;-6,2
Slettnes Fyr;SN96400;22.01.2024 02:00;14,9;-6,4
Slettnes Fyr;SN96400;22.01.2024 03:00;14,3;-7,5
Slettnes Fyr;SN96400;22.01.2024 04:00;14,8;-7,4
Slettnes Fyr;SN96400;22.01.2024 05:00;16,1;-6,5
Slettnes Fyr;SN96400;22.01.2024 06:00;16,2;-6,3
Slettnes Fyr;SN96400;22.01.2024 07:00;19,1;-6,2
Slettnes Fyr;SN96400;22.01.2024 08:00;20,7;-5,8
Slettnes Fyr;SN96400;22.01.2024 09:00;21,4;-5,4
Slettnes Fyr;SN96400;22.01.2024 10:00;17,6;-4,8
Slettnes Fyr;SN96400;22.01.2024 11:00;17,4;-4,5
Slettnes Fyr;SN96400;22.01.2024 12:00;17,8;-4,4
Slettnes Fyr;SN96400;22.01.2024 13:00;15;-4,3
Slettnes Fyr;SN96400;22.01.2024 14:00;14,4;-3,5
Slettnes Fyr;SN96400;22.01.2024 15:00;12,1;-3,1
Slettnes Fyr;SN96400;22.01.2024 16:00;13,5;-2,9
Slettnes Fyr;SN96400;22.01.2024 17:00;13,3;-2,6
Slettnes Fyr;SN96400;22.01.2024 18:00;12,9;-2,3
Slettnes Fyr;SN96400;22.01.2024 19:00;16;-1,9
Slettnes Fyr;SN96400;22.01.2024 20:00;17,7;-1,6
Slettnes Fyr;SN96400;22.01.2024 21:00;18,6;-1,5
Slettnes Fyr;SN96400;22.01.2024 22:00;15,2;-1
Slettnes Fyr;SN96400;22.01.2024 23:00;21;-0,6
Slettnes Fyr;SN96400;23.01.2024 00:00;21,6;-0,5
Slettnes Fyr;SN96400;23.01.2024 01:00;20,4;-0,9
Slettnes Fyr;SN96400;23.01.2024 02:00;19,8;-1,4
Slettnes Fyr;SN96400;23.01.2024 03:00;19,6;-1,8
Slettnes Fyr;SN96400;23.01.2024 04:00;18,4;-1,4
Slettnes Fyr;SN96400;23.01.2024 05:00;17,8;-1,7
Slettnes Fyr;SN96400;23.01.2024 06:00;17,2;-1,8
Slettnes Fyr;SN96400;23.01.2024 07:00;15,6;-1,6
Slettnes Fyr;SN96400;23.01.2024 08:00;14,2;-1,8
Slettnes Fyr;SN96400;23.01.2024 09:00;12,4;-1,7
Slettnes Fyr;SN96400;23.01.2024 10:00;13,5;-1,3
Slettnes Fyr;SN96400;23.01.2024 11:00;11,2;-1,8
Slettnes Fyr;SN96400;23.01.2024 12:00;10,6;-1,5
Slettnes Fyr;SN96400;23.01.2024 13:00;9,2;-1,5
Slettnes Fyr;SN96400;23.01.2024 14:00;9;-1,9
Slettnes Fyr;SN96400;23.01.2024 15:00;4,3;-2,6
Slettnes Fyr;SN96400;23.01.2024 16:00;4,2;-2,6
Slettnes Fyr;SN96400;23.01.2024 17:00;3,9;-2,7
Slettnes Fyr;SN96400;23.01.2024 18:00;3,8;-2,7
Slettnes Fyr;SN96400;23.01.2024 19:00;3,3;-2,7
Slettnes Fyr;SN96400;23.01.2024 20:00;3,4;-2,7
Slettnes Fyr;SN96400;23.01.2024 21:00;5,1;-2,9
Slettnes Fyr;SN96400;23.01.2024 22:00;4,7;-2,5
Slettnes Fyr;SN96400;23.01.2024 23:00;4,9;-2,1
Slettnes Fyr;SN96400;24.01.2024 00:00;5,4;-1
Slettnes Fyr;SN96400;24.01.2024 01:00;3,6;0,1
Slettnes Fyr;SN96400;24.01.2024 02:00;13,5;2,7
Slettnes Fyr;SN96400;24.01.2024 03:00;17;1,6
Slettnes Fyr;SN96400;24.01.2024 04:00;21,1;2,7
Slettnes Fyr;SN96400;24.01.2024 05:00;20,1;2,9
Slettnes Fyr;SN96400;24.01.2024 06:00;19,3;3
Slettnes Fyr;SN96400;24.01.2024 07:00;16,6;2,1
Slettnes Fyr;SN96400;24.01.2024 08:00;16,8;2,5
Slettnes Fyr;SN96400;24.01.2024 09:00;16,9;2,1
Slettnes Fyr;SN96400;24.01.2024 10:00;23,5;1,7
Slettnes Fyr;SN96400;24.01.2024 11:00;18,3;0,8
Slettnes Fyr;SN96400;24.01.2024 12:00;18,1;2,1
Slettnes Fyr;SN96400;24.01.2024 13:00;17,6;2,2
Slettnes Fyr;SN96400;24.01.2024 14:00;18,3;1,7
Slettnes Fyr;SN96400;24.01.2024 15:00;18,2;2,7
Slettnes Fyr;SN96400;24.01.2024 16:00;16,1;3
Slettnes Fyr;SN96400;24.01.2024 17:00;15,8;2,9
Slettnes Fyr;SN96400;24.01.2024 18:00;15,9;2,8
Slettnes Fyr;SN96400;24.01.2024 19:00;17;1,9
Slettnes Fyr;SN96400;24.01.2024 20:00;17,7;2,5
Slettnes Fyr;SN96400;24.01.2024 21:00;15,9;2,7
Slettnes Fyr;SN96400;24.01.2024 22:00;16,7;2,7
Slettnes Fyr;SN96400;24.01.2024 23:00;15,1;2,7
Slettnes Fyr;SN96400;25.01.2024 00:00;14,4;2,5
Slettnes Fyr;SN96400;25.01.2024 01:00;14,9;2,3
Slettnes Fyr;SN96400;25.01.2024 02:00;12,3;2,2
Slettnes Fyr;SN96400;25.01.2024 03:00;11,3;2,7
Slettnes Fyr;SN96400;25.01.2024 04:00;11,8;2,8
Slettnes Fyr;SN96400;25.01.2024 05:00;13,6;2,1
Slettnes Fyr;SN96400;25.01.2024 06:00;14;1,6
Slettnes Fyr;SN96400;25.01.2024 07:00;10,5;2,8
Slettnes Fyr;SN96400;25.01.2024 08:00;10,3;2,8
Slettnes Fyr;SN96400;25.01.2024 09:00;10,7;2,7
Slettnes Fyr;SN96400;25.01.2024 10:00;12,2;2,7
Slettnes Fyr;SN96400;25.01.2024 11:00;11,4;2,7
Slettnes Fyr;SN96400;25.01.2024 12:00;10;2,8
Slettnes Fyr;SN96400;25.01.2024 13:00;10;2,8
Slettnes Fyr;SN96400;25.01.2024 14:00;10,1;2,6
Slettnes Fyr;SN96400;25.01.2024 15:00;9,9;2,8
Slettnes Fyr;SN96400;25.01.2024 16:00;9;2,7
Slettnes Fyr;SN96400;25.01.2024 17:00;6,7;2,6
Slettnes Fyr;SN96400;25.01.2024 18:00;7,2;2,5
Slettnes Fyr;SN96400;25.01.2024 19:00;7,3;2,5
Slettnes Fyr;SN96400;25.01.2024 20:00;7,6;2,3
Slettnes Fyr;SN96400;25.01.2024 21:00;6,4;2,3
Slettnes Fyr;SN96400;25.01.2024 22:00;5,6;2,4
Slettnes Fyr;SN96400;25.01.2024 23:00;5,3;2,3
Slettnes Fyr;SN96400;26.01.2024 00:00;5;2,2
Slettnes Fyr;SN96400;26.01.2024 01:00;3,8;0,8
Slettnes Fyr;SN96400;26.01.2024 02:00;2,4;1,2
Slettnes Fyr;SN96400;26.01.2024 03:00;2,5;1
Slettnes Fyr;SN96400;26.01.2024 04:00;1,9;1,2
Slettnes Fyr;SN96400;26.01.2024 05:00;3,5;0
Slettnes Fyr;SN96400;26.01.2024 06:00;3,3;-0,1
Slettnes Fyr;SN96400;26.01.2024 07:00;3,6;-0,4
Slettnes Fyr;SN96400;26.01.2024 08:00;4,1;-1
Slettnes Fyr;SN96400;26.01.2024 09:00;4,5;-0,8
Slettnes Fyr;SN96400;26.01.2024 10:00;5,5;-1,1
Slettnes Fyr;SN96400;26.01.2024 11:00;5,5;-0,7
Slettnes Fyr;SN96400;26.01.2024 12:00;5,6;-0,4
Slettnes Fyr;SN96400;26.01.2024 13:00;7,6;0,5
Slettnes Fyr;SN96400;26.01.2024 14:00;8,8;0,1
Slettnes Fyr;SN96400;26.01.2024 15:00;9,2;0,1
Slettnes Fyr;SN96400;26.01.2024 16:00;7,3;-0,9
Slettnes Fyr;SN96400;26.01.2024 17:00;8;-0,5
Slettnes Fyr;SN96400;26.01.2024 18:00;9,8;-0,9
Slettnes Fyr;SN96400;26.01.2024 19:00;10,6;-1,3
Slettnes Fyr;SN96400;26.01.2024 20:00;11,2;-2,3
Slettnes Fyr;SN96400;26.01.2024 21:00;11,5;-1,9
Slettnes Fyr;SN96400;26.01.2024 22:00;12,6;-2
Slettnes Fyr;SN96400;26.01.2024 23:00;14,5;-2,2
Slettnes Fyr;SN96400;27.01.2024 00:00;10,9;-2,3
Slettnes Fyr;SN96400;27.01.2024 01:00;14,8;-2,6
Slettnes Fyr;SN96400;27.01.2024 02:00;14;-3,9
Slettnes Fyr;SN96400;27.01.2024 03:00;12,5;-4
Slettnes Fyr;SN96400;27.01.2024 04:00;9,6;-3,8
Slettnes Fyr;SN96400;27.01.2024 05:00;13,1;-3,8
Slettnes Fyr;SN96400;27.01.2024 06:00;12,6;-3,7
Slettnes Fyr;SN96400;27.01.2024 07:00;10,5;-3,6
Slettnes Fyr;SN96400;27.01.2024 08:00;14;-3,7
Slettnes Fyr;SN96400;27.01.2024 09:00;9,5;-3,7
Slettnes Fyr;SN96400;27.01.2024 10:00;8,4;-3,8
Slettnes Fyr;SN96400;27.01.2024 11:00;11,3;-2,7
Slettnes Fyr;SN96400;27.01.2024 12:00;9,9;-2,3
Slettnes Fyr;SN96400;27.01.2024 13:00;13,2;-0,5
Slettnes Fyr;SN96400;27.01.2024 14:00;16,4;0,3
Slettnes Fyr;SN96400;27.01.2024 15:00;14,4;-0,7
Slettnes Fyr;SN96400;27.01.2024 16:00;12,2;-1,3
Slettnes Fyr;SN96400;27.01.2024 17:00;12,3;-0,8
Slettnes Fyr;SN96400;27.01.2024 18:00;13,2;-1,3
Slettnes Fyr;SN96400;27.01.2024 19:00;11,3;-0,1
Slettnes Fyr;SN96400;27.01.2024 20:00;17,1;-0,2
Slettnes Fyr;SN96400;27.01.2024 21:00;20,4;-1,3
Slettnes Fyr;SN96400;27.01.2024 22:00;26,9;-0,3
Slettnes Fyr;SN96400;27.01.2024 23:00;25,8;1,9
Slettnes Fyr;SN96400;28.01.2024 00:00;27,8;3,3
Slettnes Fyr;SN96400;28.01.2024 01:00;25,3;3,4
Slettnes Fyr;SN96400;28.01.2024 02:00;26,7;3
Slettnes Fyr;SN96400;28.01.2024 03:00;29,7;2,1
Slettnes Fyr;SN96400;28.01.2024 04:00;22,5;1,9
Slettnes Fyr;SN96400;28.01.2024 05:00;21,7;2,8
Slettnes Fyr;SN96400;28.01.2024 06:00;23,4;1,6
Slettnes Fyr;SN96400;28.01.2024 07:00;22,7;2,2
Slettnes Fyr;SN96400;28.01.2024 08:00;21,4;1,6
Slettnes Fyr;SN96400;28.01.2024 09:00;24,6;2,1
Slettnes Fyr;SN96400;28.01.2024 10:00;22,6;1,8
Slettnes Fyr;SN96400;28.01.2024 11:00;22,2;0,9
Slettnes Fyr;SN96400;28.01.2024 12:00;19,1;1,1
Slettnes Fyr;SN96400;28.01.2024 13:00;22;0
Slettnes Fyr;SN96400;28.01.2024 14:00;26,7;0
Slettnes Fyr;SN96400;28.01.2024 15:00;28,6;1,7
Slettnes Fyr;SN96400;28.01.2024 16:00;24,9;2,1
Slettnes Fyr;SN96400;28.01.2024 17:00;19,4;2
Slettnes Fyr;SN96400;28.01.2024 18:00;13,4;1
Slettnes Fyr;SN96400;28.01.2024 19:00;14,8;0,8
Slettnes Fyr;SN96400;28.01.2024 20:00;12,2;1,3
Slettnes Fyr;SN96400;28.01.2024 21:00;9,1;1,4
Slettnes Fyr;SN96400;28.01.2024 22:00;12;1,4
Slettnes Fyr;SN96400;28.01.2024 23:00;14;0,6
Slettnes Fyr;SN96400;29.01.2024 00:00;15,5;0,3
Slettnes Fyr;SN96400;29.01.2024 01:00;16,6;1,3
Slettnes Fyr;SN96400;29.01.2024 02:00;17;1,9
Slettnes Fyr;SN96400;29.01.2024 03:00;17,7;2,3
Slettnes Fyr;SN96400;29.01.2024 04:00;15,5;2,2
Slettnes Fyr;SN96400;29.01.2024 05:00;15,8;2,7
Slettnes Fyr;SN96400;29.01.2024 06:00;15,3;3,5
Slettnes Fyr;SN96400;29.01.2024 07:00;18,8;3,9
Slettnes Fyr;SN96400;29.01.2024 08:00;19,9;3,6
Slettnes Fyr;SN96400;29.01.2024 09:00;25;4,6
Slettnes Fyr;SN96400;29.01.2024 10:00;25,3;3,9
Slettnes Fyr;SN96400;29.01.2024 11:00;19,2;3
Slettnes Fyr;SN96400;29.01.2024 12:00;13,9;3,9
Slettnes Fyr;SN96400;29.01.2024 13:00;17,6;1,7
Slettnes Fyr;SN96400;29.01.2024 14:00;22,9;3,4
Slettnes Fyr;SN96400;29.01.2024 15:00;30;2,9
Slettnes Fyr;SN96400;29.01.2024 16:00;33,1;2,3
Slettnes Fyr;SN96400;29.01.2024 17:00;31,1;2,5
Slettnes Fyr;SN96400;29.01.2024 18:00;30,6;3,2
Slettnes Fyr;SN96400;29.01.2024 19:00;31,5;2,6
Slettnes Fyr;SN96400;29.01.2024 20:00;39,2;2,2
Slettnes Fyr;SN96400;29.01.2024 21:00;36,8;1,3
Slettnes Fyr;SN96400;29.01.2024 22:00;32,7;1,4
Slettnes Fyr;SN96400;29.01.2024 23:00;37,7;2,7
Slettnes Fyr;SN96400;30.01.2024 00:00;36,5;1,4
Slettnes Fyr;SN96400;30.01.2024 01:00;34,8;1,4
Slettnes Fyr;SN96400;30.01.2024 02:00;35,3;1,6
Slettnes Fyr;SN96400;30.01.2024 03:00;34,7;1,6
Slettnes Fyr;SN96400;30.01.2024 04:00;35,8;1,2
Slettnes Fyr;SN96400;30.01.2024 05:00;32,9;1,8
Slettnes Fyr;SN96400;30.01.2024 06:00;31,6;2
Slettnes Fyr;SN96400;30.01.2024 07:00;33,1;-0,8
Slettnes Fyr;SN96400;30.01.2024 08:00;33,2;0,6
Slettnes Fyr;SN96400;30.01.2024 09:00;33,6;-0,3
Slettnes Fyr;SN96400;30.01.2024 10:00;31,1;0,7
Slettnes Fyr;SN96400;30.01.2024 11:00;29,1;1,3
Slettnes Fyr;SN96400;30.01.2024 12:00;27,3;1,3
Slettnes Fyr;SN96400;30.01.2024 13:00;23,8;1,4
Slettnes Fyr;SN96400;30.01.2024 14:00;21,7;1,1
Slettnes Fyr;SN96400;30.01.2024 15:00;16,9;0,1
Slettnes Fyr;SN96400;30.01.2024 16:00;15,4;0
Slettnes Fyr;SN96400;30.01.2024 17:00;13;0,3
Slettnes Fyr;SN96400;30.01.2024 18:00;14;0,3
Slettnes Fyr;SN96400;30.01.2024 19:00;11;1
Slettnes Fyr;SN96400;30.01.2024 20:00;20,3;3
Slettnes Fyr;SN96400;30.01.2024 21:00;18,1;4,4
Slettnes Fyr;SN96400;30.01.2024 22:00;17,3;4,9
Slettnes Fyr;SN96400;30.01.2024 23:00;17,9;3,7
Slettnes Fyr;SN96400;31.01.2024 00:00;21,7;4,1
Slettnes Fyr;SN96400;31.01.2024 01:00;23,5;3,7
Slettnes Fyr;SN96400;31.01.2024 02:00;24,6;3,6
Slettnes Fyr;SN96400;31.01.2024 03:00;29;3,1
Slettnes Fyr;SN96400;31.01.2024 04:00;26,6;2,1
Slettnes Fyr;SN96400;31.01.2024 05:00;33,2;2,5
Slettnes Fyr;SN96400;31.01.2024 06:00;28,5;2,5
Slettnes Fyr;SN96400;31.01.2024 07:00;30;1,5
Slettnes Fyr;SN96400;31.01.2024 08:00;27,4;1,4
Slettnes Fyr;SN96400;31.01.2024 09:00;25,7;2
Slettnes Fyr;SN96400;31.01.2024 10:00;24,5;0,6
Slettnes Fyr;SN96400;31.01.2024 11:00;22,6;2
Slettnes Fyr;SN96400;31.01.2024 12:00;23,8;1,8
Slettnes Fyr;SN96400;31.01.2024 13:00;21,3;1,7
Slettnes Fyr;SN96400;31.01.2024 14:00;18,6;1,5
Slettnes Fyr;SN96400;31.01.2024 15:00;13,6;0,5
Slettnes Fyr;SN96400;31.01.2024 16:00;10,4;0,2
Slettnes Fyr;SN96400;31.01.2024 17:00;12,8;-0,4
Slettnes Fyr;SN96400;31.01.2024 18:00;9;-0,5
Slettnes Fyr;SN96400;31.01.2024 19:00;6,1;-1,3
Slettnes Fyr;SN96400;31.01.2024 20:00;11,6;-0,6
Slettnes Fyr;SN96400;31.01.2024 21:00;13,1;-1,1
Slettnes Fyr;SN96400;31.01.2024 22:00;12,1;-1,4
Slettnes Fyr;SN96400;31.01.2024 23:00;12,5;-0,3
Slettnes Fyr;SN96400;01.02.2024 00:00;12,7;0,3
Slettnes Fyr;SN96400;01.02.2024 01:00;18,5;0,4
Slettnes Fyr;SN96400;01.02.2024 02:00;19,3;-0,3
Slettnes Fyr;SN96400;01.02.2024 03:00;18,4;-0,6
Slettnes Fyr;SN96400;01.02.2024 04:00;17,3;-0,2
Slettnes Fyr;SN96400;01.02.2024 05:00;10,3;-0,3
Slettnes Fyr;SN96400;01.02.2024 06:00;13,9;-0,3
Slettnes Fyr;SN96400;01.02.2024 07:00;9,9;-0,5
Slettnes Fyr;SN96400;01.02.2024 08:00;10,4;-0,9
Slettnes Fyr;SN96400;01.02.2024 09:00;12,3;-0,6
Slettnes Fyr;SN96400;01.02.2024 10:00;13,4;-1
Slettnes Fyr;SN96400;01.02.2024 11:00;14;-1,2
Slettnes Fyr;SN96400;01.02.2024 12:00;13;-1,3
Slettnes Fyr;SN96400;01.02.2024 13:00;13,8;-1,1
Slettnes Fyr;SN96400;01.02.2024 14:00;17;-1,3
Slettnes Fyr;SN96400;01.02.2024 15:00;16,3;-1,1
Slettnes Fyr;SN96400;01.02.2024 16:00;15,6;-0,1
Slettnes Fyr;SN96400;01.02.2024 17:00;13,8;0,5
Slettnes Fyr;SN96400;01.02.2024 18:00;15,8;1
Slettnes Fyr;SN96400;01.02.2024 19:00;14,6;2
Slettnes Fyr;SN96400;01.02.2024 20:00;28;1,6
Slettnes Fyr;SN96400;01.02.2024 21:00;31,7;0,8
Slettnes Fyr;SN96400;01.02.2024 22:00;31;0,7
Slettnes Fyr;SN96400;01.02.2024 23:00;30,2;0,9
Slettnes Fyr;SN96400;02.02.2024 00:00;28,2;1,1
Slettnes Fyr;SN96400;02.02.2024 01:00;26,9;1,3
Slettnes Fyr;SN96400;02.02.2024 02:00;25,3;0,9
Slettnes Fyr;SN96400;02.02.2024 03:00;24,4;0,8
Slettnes Fyr;SN96400;02.02.2024 04:00;22,3;1,1
Slettnes Fyr;SN96400;02.02.2024 05:00;19,8;1
Slettnes Fyr;SN96400;02.02.2024 06:00;22;-0,8
Slettnes Fyr;SN96400;02.02.2024 07:00;20,1;-0,3
Slettnes Fyr;SN96400;02.02.2024 08:00;18,4;-0,4
Slettnes Fyr;SN96400;02.02.2024 09:00;17,5;-0,6
Slettnes Fyr;SN96400;02.02.2024 10:00;19,6;-2,1
Slettnes Fyr;SN96400;02.02.2024 11:00;14,9;-2,8
Slettnes Fyr;SN96400;02.02.2024 12:00;12,3;-3,2
Slettnes Fyr;SN96400;02.02.2024 13:00;12,6;-2,9
Slettnes Fyr;SN96400;02.02.2024 14:00;11;-3,5
Slettnes Fyr;SN96400;02.02.2024 15:00;11,6;-4,5
Slettnes Fyr;SN96400;02.02.2024 16:00;12,3;-5,5
Slettnes Fyr;SN96400;02.02.2024 17:00;9,1;-5,9
Slettnes Fyr;SN96400;02.02.2024 18:00;8,1;-6,8
Slettnes Fyr;SN96400;02.02.2024 19:00;7,6;-7,1
Slettnes Fyr;SN96400;02.02.2024 20:00;8;-5
Slettnes Fyr;SN96400;02.02.2024 21:00;8,5;-5,8
Slettnes Fyr;SN96400;02.02.2024 22:00;8,8;-4,4
Slettnes Fyr;SN96400;02.02.2024 23:00;11,2;-5,4
Slettnes Fyr;SN96400;03.02.2024 00:00;9,2;-8,1
Slettnes Fyr;SN96400;03.02.2024 01:00;6,5;-9,3
Slettnes Fyr;SN96400;03.02.2024 02:00;7,2;-7,2
Slettnes Fyr;SN96400;03.02.2024 03:00;6,8;-6,9
Slettnes Fyr;SN96400;03.02.2024 04:00;8,1;-7,5
Slettnes Fyr;SN96400;03.02.2024 05:00;9,1;-7,9
Slettnes Fyr;SN96400;03.02.2024 06:00;8,8;-8,5
Slettnes Fyr;SN96400;03.02.2024 07:00;7,1;-7,8
Slettnes Fyr;SN96400;03.02.2024 08:00;8;-7,6
Slettnes Fyr;SN96400;03.02.2024 09:00;4,8;-6,6
Slettnes Fyr;SN96400;03.02.2024 10:00;3,3;-4,8
Slettnes Fyr;SN96400;03.02.2024 11:00;4,1;-5,3
Slettnes Fyr;SN96400;03.02.2024 12:00;4,6;-4,2
Slettnes Fyr;SN96400;03.02.2024 13:00;9,4;-3,4
Slettnes Fyr;SN96400;03.02.2024 14:00;9,5;-3,2
Slettnes Fyr;SN96400;03.02.2024 15:00;9,9;-3,4
Slettnes Fyr;SN96400;03.02.2024 16:00;11;-3,1
Slettnes Fyr;SN96400;03.02.2024 17:00;13,3;-3
Slettnes Fyr;SN96400;03.02.2024 18:00;11,5;-3,1
Slettnes Fyr;SN96400;03.02.2024 19:00;12,2;-3,2
